id,text1,text2,text3,notes,更新情况,行号,text1相同,text2相同,text3相同,notes相同,text1_095,text2_095,text3_095,notes_095,text1_091,text2_091,text3_091,notes_091,text1_091cn,text2_091cn,text3_091cn,notes_091cn
,,,,,,4476,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4477,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4478,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4479,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4480,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4481,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4482,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4483,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4484,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4485,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4486,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4487,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4488,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4489,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4490,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4491,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4492,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4493,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4494,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4495,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4496,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4497,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4498,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4499,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4500,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4501,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4502,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4503,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4504,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4505,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4506,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4507,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4508,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4509,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4510,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4511,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4512,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4513,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4514,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4515,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4516,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4517,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4518,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4519,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4520,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4521,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4522,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4523,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4524,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4525,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4526,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4527,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4528,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4529,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4530,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4531,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4532,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4533,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4534,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4535,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4536,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4537,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4538,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4539,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4540,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4541,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4542,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4543,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4544,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4545,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4546,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4547,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4548,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4549,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4550,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4551,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4552,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4553,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4554,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4555,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4556,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4557,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4558,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4559,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4560,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4561,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4562,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4563,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4564,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4565,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4566,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4567,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4568,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4569,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4570,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4571,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4572,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4573,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4574,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4575,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4576,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4577,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4578,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4579,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4580,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4581,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4582,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4583,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4584,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4585,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4586,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4587,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4588,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4589,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4590,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4591,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4592,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4593,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4594,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4595,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4596,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4597,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4598,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4599,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4600,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4601,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4602,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4603,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4604,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4605,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4606,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4607,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4608,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4609,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4610,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4611,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4612,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4613,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4614,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4615,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4616,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4617,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4618,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4619,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4620,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4621,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4622,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4623,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4624,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4625,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4626,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4627,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4628,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4629,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4630,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4631,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4632,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4633,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4634,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4635,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4636,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4637,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4638,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4639,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4640,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4641,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4642,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4643,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4644,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4645,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4646,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4647,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4648,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4649,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4650,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4651,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4652,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4653,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4654,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4655,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4656,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4657,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4658,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4659,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4660,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4661,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4662,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4663,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4664,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4665,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4666,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4667,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4668,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4669,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4670,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4671,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4672,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4673,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4674,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4675,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4676,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4677,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4678,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4679,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4680,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4681,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4682,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4683,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4684,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4685,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4686,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4687,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4688,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4689,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4690,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4691,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4692,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4693,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4694,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4695,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4696,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4697,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4698,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4699,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4700,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4701,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4702,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4703,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4704,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4705,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4706,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4707,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4708,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4709,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4710,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4711,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4712,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4713,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4714,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4715,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4716,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4717,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4718,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4719,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4720,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4721,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4722,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4723,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4724,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4725,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4726,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4727,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4728,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4729,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4730,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4731,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4732,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4733,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4734,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4735,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4736,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4737,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4738,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4739,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4740,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4741,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4742,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4743,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4744,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4745,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4746,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4747,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4748,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4749,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4750,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4751,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4752,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4753,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4754,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4755,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4756,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4757,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4758,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4759,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4760,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4761,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4762,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4763,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4764,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4765,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4766,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4767,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4768,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4769,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4770,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4771,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4772,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4773,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4774,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4775,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4776,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4777,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4778,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4779,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4780,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4781,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4782,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4783,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4784,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4785,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4786,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4787,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4788,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4789,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4790,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4791,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4792,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4793,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4794,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4795,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4796,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4797,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4798,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4799,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4800,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4801,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4802,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4803,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4804,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4805,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4806,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4807,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4808,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4809,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4810,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4811,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4812,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4813,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
